"Date","Product_Name","Promotion_Applied","Professions","Line_of_Business","Traffic_on_Site","Status","Campaign_Platform","Tactic_Testing","Promotion_Rate","Course_Cost","Cost_Yeild","Day_of_Week","Campaign_Cost","Leads","promo_effect","platform_effect","Sales","Conversion_Rate"
2024-03-22,"75-Hr. PA Sales Pre-Licensing Course Only Package","None","Mortgage Broker","Other",638,"Pre-Licensing","Email","B",NA,7500,NA,"Friday",291.54,38,0.8,1,3,7.89
2024-03-22,"20-Hour Mortage Broker Education","30% Off","Appraiser","Commerical",222,"Pre-Licensing","Facebook","C",0.3,2000,600,"Friday",249.82,15,1.15,1,1,6.67
2024-03-22,"20-Hour Mortage Broker Education","40% Off","Mortgage Broker","Government",820,"Pre-Licensing","LinkedIn","A",0.4,2000,800,"Friday",86.04,19,1.3,1.1,3,15.79
2024-03-22,"Transition from Home Real Estate to Commerical Real Estate","40% Off","Mortgage Broker","Other",247,"Continuing Education","Email","B",0.4,750,300,"Friday",409.84,7,1.3,1,1,14.29
2024-03-23,"Rental vs Sales - Defining Your Path","50% Off","Real Estate Agent","Residential",390,"Continuing Education","Direct","B",0.5,200,100,"Saturday",273.83,6,1.5,1.4,0,0
2024-03-23,"Rental vs Sales - Defining Your Path","40% Off","Mortgage Broker","Government",959,"Pre-Licensing","Facebook","C",0.4,200,80,"Saturday",73.75,28,1.3,1,4,14.29
2024-03-23,"Appraisers State Exam","30% Off","Appraiser","Private",707,"Pre-Licensing","Email","A",0.3,750,225,"Saturday",117.9,18,1.15,1,1,5.56
2024-03-23,"Real Estate Introduction","None","Real Estate Agent","Other",193,"Pre-Licensing","Email","C",NA,1500,NA,"Saturday",483.6,10,0.8,1,1,10
2024-03-23,"Outsmartimg the 20215 Housing Market","40% Off","Mortgage Broker","Commerical",352,"Pre-Licensing","Facebook","A",0.4,1000,400,"Saturday",161.4,35,1.3,1,6,17.14
2024-03-24,"75-Hr. PA Sales Pre-Licensing Course Only Package","None","Appraiser","Government",715,"Pre-Licensing","Facebook","C",NA,7500,NA,"Sunday",124.3,32,0.8,1,3,9.38
2024-03-24,"75-Hr. PA Sales Pre-Licensing Course Only Package","None","Appraiser","Residential",651,"Continuing Education","Direct","C",NA,7500,NA,"Sunday",113.11,19,0.8,1.4,1,5.26
2024-03-24,"75-Hr. PA Sales Pre-Licensing Course Only Package","None","Real Estate Agent","Private",884,"Other","LinkedIn","B",NA,7500,NA,"Sunday",443.82,11,0.8,1.1,0,0
2024-03-24,"20-Hour Mortage Broker Education","30% Off","Other","Government",948,"Continuing Education","Conference","C",0.3,2000,600,"Sunday",206.54,6,1.15,1.3,0,0
2024-03-24,"20-Hour Mortage Broker Education","None","Other","Private",453,"Continuing Education","Email","A",NA,2000,NA,"Sunday",245.55,14,0.8,1,0,0
2024-03-24,"Rental vs Sales - Defining Your Path","40% Off","Appraiser","Residential",534,"Continuing Education","Email","A",0.4,200,80,"Sunday",358.5,5,1.3,1,0,0
2024-03-24,"Transition from Home Real Estate to Commerical Real Estate","None","Appraiser","Commerical",123,"Continuing Education","Email","C",NA,750,NA,"Sunday",127.92,39,0.8,1,4,10.26
2024-03-25,"Outsmartimg the 20215 Housing Market","None","Mortgage Broker","Commerical",893,"Pre-Licensing","Direct","A",NA,1000,NA,"Monday",151.04,11,0.8,1.4,1,9.09
2024-03-25,"Outsmartimg the 20215 Housing Market","None","Real Estate Agent","Private",325,"Pre-Licensing","LinkedIn","B",NA,1000,NA,"Monday",429.42,28,0.8,1.1,3,10.71
2024-03-26,"Transition from Home Real Estate to Commerical Real Estate","None","Real Estate Agent","Government",279,"Pre-Licensing","Facebook","C",NA,750,NA,"Tuesday",202.73,24,0.8,1,1,4.17
2024-03-26,"Transition from Home Real Estate to Commerical Real Estate","None","Mortgage Broker","Government",108,"Continuing Education","Email","B",NA,750,NA,"Tuesday",317.59,5,0.8,1,0,0
2024-03-26,"Real Estate Introduction","40% Off","Real Estate Agent","Residential",249,"Continuing Education","Direct","B",0.4,1500,600,"Tuesday",53,14,1.3,1.4,2,14.29
2024-03-26,"Transition from Home Real Estate to Commerical Real Estate","30% Off","Appraiser","Other",682,"Pre-Licensing","Facebook","C",0.3,750,225,"Tuesday",159.41,38,1.15,1,4,10.53
2024-03-26,"Appraisers State Exam","30% Off","Appraiser","Residential",673,"Pre-Licensing","Facebook","A",0.3,750,225,"Tuesday",420.88,38,1.15,1,2,5.26
2024-03-26,"Rental vs Sales - Defining Your Path","30% Off","Real Estate Agent","Residential",676,"Pre-Licensing","Email","A",0.3,200,60,"Tuesday",251.55,28,1.15,1,3,10.71
2024-03-27,"75-Hr. PA Sales Pre-Licensing Course Only Package","30% Off","Other","Commerical",978,"Pre-Licensing","Email","C",0.3,7500,2250,"Wednesday",108.84,31,1.15,1,2,6.45
2024-03-27,"75-Hr. PA Sales Pre-Licensing Course Only Package","None","Other","Other",514,"Other","LinkedIn","A",NA,7500,NA,"Wednesday",440.43,33,0.8,1.1,1,3.03
2024-03-27,"20-Hour Mortage Broker Education","None","Real Estate Agent","Other",297,"Continuing Education","Email","A",NA,2000,NA,"Wednesday",151.19,18,0.8,1,1,5.56
2024-03-27,"Transition from Home Real Estate to Commerical Real Estate","None","Mortgage Broker","Other",187,"Pre-Licensing","LinkedIn","C",NA,750,NA,"Wednesday",73.03,30,0.8,1.1,2,6.67
2024-03-27,"Outsmartimg the 20215 Housing Market","30% Off","Appraiser","Other",120,"Other","Direct","A",0.3,1000,300,"Wednesday",454.56,8,1.15,1.4,1,12.5
2024-03-27,"Transition from Home Real Estate to Commerical Real Estate","30% Off","Other","Other",946,"Pre-Licensing","Email","B",0.3,750,225,"Wednesday",100.67,26,1.15,1,1,3.85
2024-03-27,"20-Hour Mortage Broker Education","None","Real Estate Agent","Other",329,"Continuing Education","Conference","B",NA,2000,NA,"Wednesday",426.45,8,0.8,1.3,0,0
2024-03-27,"Appraisers State Exam","None","Appraiser","Other",141,"Other","Email","A",NA,750,NA,"Wednesday",153.17,29,0.8,1,2,6.9
2024-03-28,"75-Hr. PA Sales Pre-Licensing Course Only Package","None","Appraiser","Government",681,"Pre-Licensing","LinkedIn","B",NA,7500,NA,"Thursday",471.79,24,0.8,1.1,1,4.17
2024-03-28,"Real Estate Introduction","50% Off","Mortgage Broker","Commerical",126,"Continuing Education","Conference","C",0.5,1500,750,"Thursday",345.64,27,1.5,1.3,7,25.93
2024-03-28,"Real Estate Introduction","50% Off","Real Estate Agent","Private",639,"Pre-Licensing","Conference","B",0.5,1500,750,"Thursday",419.94,23,1.5,1.3,5,21.74
2024-03-29,"Appraisers State Exam","50% Off","Mortgage Broker","Residential",890,"Other","Email","A",0.5,750,375,"Friday",95.18,21,1.5,1,2,9.52
2024-03-29,"75-Hr. PA Sales Pre-Licensing Course Only Package","50% Off","Other","Private",486,"Pre-Licensing","Email","C",0.5,7500,3750,"Friday",375.94,14,1.5,1,2,14.29
2024-03-29,"20-Hour Mortage Broker Education","40% Off","Real Estate Agent","Private",446,"Other","Email","B",0.4,2000,800,"Friday",101.22,13,1.3,1,1,7.69
2024-03-29,"Rental vs Sales - Defining Your Path","30% Off","Appraiser","Private",228,"Pre-Licensing","Direct","A",0.3,200,60,"Friday",408.49,30,1.15,1.4,3,10
2024-03-29,"Transition from Home Real Estate to Commerical Real Estate","None","Real Estate Agent","Commerical",402,"Pre-Licensing","Email","A",NA,750,NA,"Friday",441.75,23,0.8,1,2,8.7
2024-03-29,"Outsmartimg the 20215 Housing Market","None","Mortgage Broker","Other",526,"Continuing Education","Direct","A",NA,1000,NA,"Friday",368.77,35,0.8,1.4,3,8.57
2024-03-29,"Outsmartimg the 20215 Housing Market","30% Off","Appraiser","Private",611,"Other","Email","C",0.3,1000,300,"Friday",322.22,29,1.15,1,2,6.9
2024-03-29,"Real Estate Introduction","None","Other","Private",625,"Other","Direct","A",NA,1500,NA,"Friday",484.76,9,0.8,1.4,1,11.11
2024-03-30,"Transition from Home Real Estate to Commerical Real Estate","40% Off","Other","Commerical",738,"Pre-Licensing","Email","B",0.4,750,300,"Saturday",403.39,31,1.3,1,4,12.9
2024-03-30,"75-Hr. PA Sales Pre-Licensing Course Only Package","30% Off","Mortgage Broker","Private",930,"Pre-Licensing","Direct","B",0.3,7500,2250,"Saturday",198.91,32,1.15,1.4,4,12.5
2024-03-30,"Transition from Home Real Estate to Commerical Real Estate","30% Off","Real Estate Agent","Private",529,"Other","Email","A",0.3,750,225,"Saturday",158.91,31,1.15,1,3,9.68
2024-03-30,"Outsmartimg the 20215 Housing Market","None","Real Estate Agent","Private",416,"Continuing Education","Facebook","B",NA,1000,NA,"Saturday",309.44,15,0.8,1,0,0
2024-03-30,"20-Hour Mortage Broker Education","40% Off","Appraiser","Residential",233,"Continuing Education","Conference","B",0.4,2000,800,"Saturday",341.93,36,1.3,1.3,7,19.44
2024-03-30,"Rental vs Sales - Defining Your Path","40% Off","Real Estate Agent","Commerical",848,"Pre-Licensing","Facebook","C",0.4,200,80,"Saturday",144.12,10,1.3,1,0,0
2024-03-30,"Rental vs Sales - Defining Your Path","None","Appraiser","Private",857,"Pre-Licensing","Facebook","A",NA,200,NA,"Saturday",367.52,25,0.8,1,2,8
2024-03-30,"75-Hr. PA Sales Pre-Licensing Course Only Package","50% Off","Appraiser","Private",599,"Continuing Education","Facebook","A",0.5,7500,3750,"Saturday",445.01,37,1.5,1,4,10.81
2024-03-30,"Rental vs Sales - Defining Your Path","None","Real Estate Agent","Government",846,"Pre-Licensing","Email","B",NA,200,NA,"Saturday",408.5,6,0.8,1,0,0
2024-03-30,"Transition from Home Real Estate to Commerical Real Estate","None","Mortgage Broker","Residential",799,"Pre-Licensing","Facebook","B",NA,750,NA,"Saturday",226.99,22,0.8,1,1,4.55
2024-03-31,"Real Estate Introduction","30% Off","Other","Private",117,"Pre-Licensing","LinkedIn","A",0.3,1500,450,"Sunday",354.76,36,1.15,1.1,5,13.89
2024-03-31,"20-Hour Mortage Broker Education","40% Off","Other","Other",326,"Continuing Education","Direct","C",0.4,2000,800,"Sunday",474.46,37,1.3,1.4,6,16.22
2024-03-31,"Transition from Home Real Estate to Commerical Real Estate","30% Off","Other","Government",435,"Pre-Licensing","Direct","B",0.3,750,225,"Sunday",433.34,10,1.15,1.4,1,10
2024-03-31,"Outsmartimg the 20215 Housing Market","None","Other","Other",568,"Continuing Education","Facebook","C",NA,1000,NA,"Sunday",272.68,9,0.8,1,0,0
2024-03-31,"20-Hour Mortage Broker Education","40% Off","Mortgage Broker","Commerical",672,"Continuing Education","Email","A",0.4,2000,800,"Sunday",114.07,32,1.3,1,5,15.62
2024-04-01,"75-Hr. PA Sales Pre-Licensing Course Only Package","None","Real Estate Agent","Government",497,"Pre-Licensing","LinkedIn","C",NA,7500,NA,"Monday",405.75,40,0.8,1.1,4,10
2024-04-01,"Transition from Home Real Estate to Commerical Real Estate","50% Off","Other","Government",360,"Other","Email","C",0.5,750,375,"Monday",302.68,34,1.5,1,6,17.65
2024-04-01,"Transition from Home Real Estate to Commerical Real Estate","40% Off","Appraiser","Commerical",782,"Pre-Licensing","Email","B",0.4,750,300,"Monday",450.45,10,1.3,1,1,10
2024-04-01,"Real Estate Introduction","None","Mortgage Broker","Government",989,"Continuing Education","Email","C",NA,1500,NA,"Monday",459.08,17,0.8,1,1,5.88
2024-04-01,"Appraisers State Exam","30% Off","Real Estate Agent","Residential",512,"Continuing Education","Email","A",0.3,750,225,"Monday",67.99,6,1.15,1,0,0
2024-04-01,"Appraisers State Exam","30% Off","Other","Residential",560,"Pre-Licensing","Direct","C",0.3,750,225,"Monday",450.79,16,1.15,1.4,1,6.25
2024-04-02,"Rental vs Sales - Defining Your Path","50% Off","Appraiser","Commerical",263,"Pre-Licensing","Facebook","B",0.5,200,100,"Tuesday",320.93,17,1.5,1,1,5.88
2024-04-02,"20-Hour Mortage Broker Education","30% Off","Other","Residential",498,"Pre-Licensing","Email","B",0.3,2000,600,"Tuesday",136.51,27,1.15,1,1,3.7
2024-04-02,"75-Hr. PA Sales Pre-Licensing Course Only Package","40% Off","Mortgage Broker","Private",292,"Continuing Education","LinkedIn","B",0.4,7500,3000,"Tuesday",454.75,24,1.3,1.1,1,4.17
2024-04-02,"Outsmartimg the 20215 Housing Market","40% Off","Mortgage Broker","Commerical",900,"Continuing Education","Facebook","A",0.4,1000,400,"Tuesday",138.37,33,1.3,1,2,6.06
2024-04-02,"20-Hour Mortage Broker Education","None","Real Estate Agent","Residential",407,"Continuing Education","LinkedIn","A",NA,2000,NA,"Tuesday",349.46,17,0.8,1.1,0,0
2024-04-02,"Outsmartimg the 20215 Housing Market","None","Mortgage Broker","Government",303,"Continuing Education","Facebook","B",NA,1000,NA,"Tuesday",89.23,32,0.8,1,1,3.12
2024-04-02,"Appraisers State Exam","30% Off","Other","Commerical",414,"Pre-Licensing","Email","B",0.3,750,225,"Tuesday",226.93,33,1.15,1,4,12.12
2024-04-02,"Appraisers State Exam","40% Off","Mortgage Broker","Other",653,"Other","Facebook","B",0.4,750,300,"Tuesday",421.63,38,1.3,1,7,18.42
2024-04-02,"Rental vs Sales - Defining Your Path","30% Off","Other","Other",497,"Pre-Licensing","Direct","C",0.3,200,60,"Tuesday",480.3,31,1.15,1.4,4,12.9
2024-04-02,"Rental vs Sales - Defining Your Path","30% Off","Real Estate Agent","Residential",240,"Continuing Education","Conference","C",0.3,200,60,"Tuesday",100.92,19,1.15,1.3,3,15.79
2024-04-03,"Rental vs Sales - Defining Your Path","None","Appraiser","Private",346,"Pre-Licensing","Conference","B",NA,200,NA,"Wednesday",152.28,9,0.8,1.3,1,11.11
2024-04-03,"Rental vs Sales - Defining Your Path","None","Other","Residential",421,"Continuing Education","Facebook","A",NA,200,NA,"Wednesday",278.16,29,0.8,1,3,10.34
2024-04-03,"75-Hr. PA Sales Pre-Licensing Course Only Package","30% Off","Real Estate Agent","Private",504,"Other","Direct","A",0.3,7500,2250,"Wednesday",61.59,40,1.15,1.4,5,12.5
2024-04-03,"Transition from Home Real Estate to Commerical Real Estate","30% Off","Real Estate Agent","Government",692,"Pre-Licensing","LinkedIn","B",0.3,750,225,"Wednesday",369.02,32,1.15,1.1,3,9.38
2024-04-03,"Outsmartimg the 20215 Housing Market","30% Off","Real Estate Agent","Government",270,"Continuing Education","Facebook","A",0.3,1000,300,"Wednesday",144.43,14,1.15,1,1,7.14
2024-04-03,"75-Hr. PA Sales Pre-Licensing Course Only Package","50% Off","Mortgage Broker","Government",447,"Pre-Licensing","Direct","C",0.5,7500,3750,"Wednesday",311,28,1.5,1.4,8,28.57
2024-04-03,"Rental vs Sales - Defining Your Path","30% Off","Real Estate Agent","Private",893,"Continuing Education","Facebook","C",0.3,200,60,"Wednesday",120.02,32,1.15,1,4,12.5
2024-04-03,"Rental vs Sales - Defining Your Path","40% Off","Mortgage Broker","Other",411,"Continuing Education","Facebook","A",0.4,200,80,"Wednesday",58.98,18,1.3,1,1,5.56
2024-04-04,"Real Estate Introduction","None","Real Estate Agent","Other",757,"Continuing Education","Direct","B",NA,1500,NA,"Thursday",399.68,12,0.8,1.4,0,0
2024-04-04,"Real Estate Introduction","30% Off","Other","Other",676,"Continuing Education","Conference","B",0.3,1500,450,"Thursday",256.62,23,1.15,1.3,4,17.39
2024-04-04,"Rental vs Sales - Defining Your Path","30% Off","Other","Private",417,"Pre-Licensing","LinkedIn","C",0.3,200,60,"Thursday",182.39,38,1.15,1.1,6,15.79
2024-04-04,"Rental vs Sales - Defining Your Path","30% Off","Other","Government",707,"Pre-Licensing","Direct","C",0.3,200,60,"Thursday",74.7,15,1.15,1.4,3,20
2024-04-04,"20-Hour Mortage Broker Education","40% Off","Appraiser","Residential",567,"Pre-Licensing","LinkedIn","A",0.4,2000,800,"Thursday",176.48,17,1.3,1.1,2,11.76
2024-04-04,"Outsmartimg the 20215 Housing Market","50% Off","Mortgage Broker","Other",598,"Continuing Education","Direct","B",0.5,1000,500,"Thursday",170.99,27,1.5,1.4,4,14.81
2024-04-04,"20-Hour Mortage Broker Education","None","Other","Residential",688,"Pre-Licensing","Email","B",NA,2000,NA,"Thursday",98.39,39,0.8,1,4,10.26
2024-04-05,"20-Hour Mortage Broker Education","40% Off","Other","Private",602,"Continuing Education","Facebook","A",0.4,2000,800,"Friday",217.3,17,1.3,1,2,11.76
2024-04-05,"Transition from Home Real Estate to Commerical Real Estate","40% Off","Real Estate Agent","Government",352,"Continuing Education","Conference","C",0.4,750,300,"Friday",410.6,7,1.3,1.3,1,14.29
2024-04-06,"Rental vs Sales - Defining Your Path","None","Appraiser","Commerical",391,"Continuing Education","Email","C",NA,200,NA,"Saturday",434.18,37,0.8,1,3,8.11
2024-04-06,"Real Estate Introduction","30% Off","Mortgage Broker","Government",700,"Pre-Licensing","Email","A",0.3,1500,450,"Saturday",438.19,19,1.15,1,3,15.79
2024-04-06,"Rental vs Sales - Defining Your Path","50% Off","Appraiser","Residential",719,"Continuing Education","LinkedIn","B",0.5,200,100,"Saturday",89.19,19,1.5,1.1,4,21.05
2024-04-06,"Rental vs Sales - Defining Your Path","None","Appraiser","Government",909,"Pre-Licensing","Direct","B",NA,200,NA,"Saturday",150.14,18,0.8,1.4,2,11.11
2024-04-06,"Rental vs Sales - Defining Your Path","30% Off","Other","Other",249,"Continuing Education","LinkedIn","B",0.3,200,60,"Saturday",183.15,11,1.15,1.1,1,9.09
2024-04-06,"Transition from Home Real Estate to Commerical Real Estate","None","Real Estate Agent","Other",322,"Continuing Education","LinkedIn","B",NA,750,NA,"Saturday",490.34,14,0.8,1.1,1,7.14
2024-04-07,"Appraisers State Exam","None","Other","Residential",567,"Continuing Education","Direct","A",NA,750,NA,"Sunday",485.69,33,0.8,1.4,4,12.12
2024-04-07,"20-Hour Mortage Broker Education","30% Off","Mortgage Broker","Commerical",701,"Continuing Education","Email","B",0.3,2000,600,"Sunday",50.14,6,1.15,1,0,0
2024-04-07,"Real Estate Introduction","None","Mortgage Broker","Government",752,"Continuing Education","Email","A",NA,1500,NA,"Sunday",101.96,5,0.8,1,0,0
2024-04-07,"75-Hr. PA Sales Pre-Licensing Course Only Package","50% Off","Mortgage Broker","Residential",591,"Pre-Licensing","Email","A",0.5,7500,3750,"Sunday",352.95,15,1.5,1,2,13.33
2024-04-07,"Real Estate Introduction","50% Off","Other","Private",450,"Other","LinkedIn","B",0.5,1500,750,"Sunday",276.94,5,1.5,1.1,0,0
2024-04-08,"75-Hr. PA Sales Pre-Licensing Course Only Package","40% Off","Mortgage Broker","Government",343,"Continuing Education","Conference","B",0.4,7500,3000,"Monday",456.11,38,1.3,1.3,3,7.89
2024-04-08,"Rental vs Sales - Defining Your Path","30% Off","Other","Government",392,"Continuing Education","LinkedIn","B",0.3,200,60,"Monday",233.71,33,1.15,1.1,2,6.06
2024-04-08,"75-Hr. PA Sales Pre-Licensing Course Only Package","None","Other","Commerical",477,"Continuing Education","Facebook","A",NA,7500,NA,"Monday",245.93,31,0.8,1,3,9.68
2024-04-08,"Rental vs Sales - Defining Your Path","None","Appraiser","Residential",312,"Pre-Licensing","Email","A",NA,200,NA,"Monday",333.63,35,0.8,1,3,8.57
2024-04-08,"Outsmartimg the 20215 Housing Market","30% Off","Other","Other",914,"Pre-Licensing","Email","B",0.3,1000,300,"Monday",213.17,34,1.15,1,4,11.76
2024-04-09,"Rental vs Sales - Defining Your Path","50% Off","Mortgage Broker","Commerical",767,"Pre-Licensing","Facebook","C",0.5,200,100,"Tuesday",223.51,37,1.5,1,5,13.51
2024-04-09,"Rental vs Sales - Defining Your Path","40% Off","Other","Commerical",758,"Pre-Licensing","Conference","B",0.4,200,80,"Tuesday",94.39,24,1.3,1.3,2,8.33
2024-04-09,"75-Hr. PA Sales Pre-Licensing Course Only Package","None","Mortgage Broker","Government",638,"Pre-Licensing","LinkedIn","A",NA,7500,NA,"Tuesday",284.64,23,0.8,1.1,1,4.35
2024-04-09,"20-Hour Mortage Broker Education","40% Off","Real Estate Agent","Residential",243,"Pre-Licensing","Email","C",0.4,2000,800,"Tuesday",306.23,6,1.3,1,0,0
2024-04-09,"Transition from Home Real Estate to Commerical Real Estate","30% Off","Mortgage Broker","Commerical",121,"Pre-Licensing","LinkedIn","A",0.3,750,225,"Tuesday",328.04,36,1.15,1.1,4,11.11
2024-04-09,"Rental vs Sales - Defining Your Path","50% Off","Real Estate Agent","Government",352,"Pre-Licensing","LinkedIn","C",0.5,200,100,"Tuesday",369.92,28,1.5,1.1,5,17.86
2024-04-09,"Appraisers State Exam","None","Appraiser","Residential",799,"Continuing Education","Email","C",NA,750,NA,"Tuesday",395.64,6,0.8,1,0,0
